PM2.5,PM10,Temperature,Humidity,CO,NO2,AQI
24.02,53.17,27.11,69.63,9.41,58.44,123.0
104.85,160.25,28.6,54.71,4.53,88.22,210.0
104.74,238.66,27.86,72.85,6.6,88.16,259.0
21.17,44.78,32.22,57.31,3.97,109.39,84.0
90.46,219.76,24.73,50.58,3.57,110.38,214.0
32.19,55.75,17.69,35.39,4.37,42.93,56.0
203.02,418.33,20.79,49.67,7.46,117.83,380.0
237.18,427.95,28.25,66.7,5.06,12.74,429.0
22.72,45.88,27.26,76.06,8.16,110.26,133.0
239.0,426.5,25.62,42.58,7.48,24.29,392.0
133.03,192.26,28.66,47.76,0.3,112.15,225.0
78.39,145.83,27.75,37.7,6.34,83.8,156.0
23.83,44.97,32.63,64.54,4.42,71.22,72.0
127.65,287.7,26.72,78.01,4.62,106.69,301.0
199.66,430.49,30.57,62.05,8.2,15.09,423.0
178.24,367.69,19.97,60.85,5.52,41.29,321.0
17.31,23.32,28.56,57.67,8.87,96.3,101.0
22.86,48.85,33.04,34.42,7.16,128.61,97.0
103.7,191.89,22.71,66.48,5.57,63.36,191.0
77.35,182.72,30.58,60.1,7.57,46.23,207.0
61.93,148.38,29.5,63.07,0.48,82.62,133.0
73.85,93.91,16.19,74.94,0.37,97.12,117.0
201.85,457.57,26.63,69.2,0.93,68.81,420.0
232.66,290.59,17.6,69.05,4.43,132.74,374.0
104.25,174.86,34.35,76.36,2.43,83.28,220.0
227.0,432.43,31.23,79.5,9.84,15.02,500.0
83.77,116.65,17.19,59.06,5.47,41.23,138.0
121.73,264.17,17.44,35.44,6.66,73.09,212.0
60.38,73.11,26.89,52.96,2.86,107.68,111.0
161.92,229.79,21.9,69.38,3.29,40.77,244.0
244.85,478.69,15.7,31.39,3.42,146.68,358.0
152.86,325.38,25.83,32.84,7.02,54.6,278.0
92.66,221.62,22.76,33.36,4.79,84.55,176.0
163.72,346.61,17.02,66.55,5.23,12.66,308.0
35.12,72.81,31.04,55.06,5.96,133.88,119.0
222.72,381.44,33.3,48.44,7.71,120.44,416.0
128.26,154.12,30.13,35.28,0.99,37.36,177.0
115.09,156.09,31.45,66.61,7.79,140.65,240.0
148.54,281.47,19.33,46.05,5.68,54.22,259.0
158.07,328.42,20.27,43.27,6.72,106.91,284.0
22.59,39.36,19.17,62.62,3.34,124.66,85.0
172.24,370.3,30.3,57.95,4.15,113.73,374.0
64.27,120.73,33.96,48.12,2.39,138.46,157.0
179.92,233.25,29.34,62.07,9.8,131.0,338.0
206.52,299.38,32.63,43.56,5.02,149.25,342.0
201.97,462.91,27.77,69.74,9.96,35.57,441.0
140.36,300.71,22.75,41.47,4.95,52.67,262.0
132.44,312.98,23.52,37.94,2.28,99.07,242.0
40.0,54.12,16.51,69.12,5.12,112.63,96.0
194.96,484.92,15.63,65.39,0.49,84.84,359.0
71.5,105.26,28.91,39.13,9.06,20.35,157.0
126.69,153.97,23.77,35.81,8.2,127.82,218.0
74.65,186.37,26.04,71.92,7.29,144.52,228.0
37.79,59.15,26.15,68.83,6.14,66.77,115.0
159.24,329.38,20.55,46.36,5.84,41.47,280.0
18.31,26.18,24.52,62.91,9.97,12.7,85.0
188.42,368.22,24.42,36.21,2.85,43.22,299.0
82.81,196.69,22.77,55.35,7.82,107.99,206.0
5.03,8.13,31.41,30.94,5.86,137.62,69.0
130.23,269.74,24.02,49.58,9.76,23.09,266.0
16.48,23.8,27.07,33.74,8.3,87.46,68.0
72.66,146.21,32.91,53.76,9.99,107.37,212.0
178.21,291.8,32.32,51.08,5.92,48.69,325.0
20.36,30.02,32.81,52.22,2.12,89.79,68.0
210.64,338.52,20.4,32.27,5.09,110.13,304.0
5.94,8.5,15.7,48.08,7.14,127.28,70.0
65.47,155.33,20.22,67.82,7.77,73.35,174.0
186.52,320.13,20.57,48.45,0.11,114.7,292.0
82.49,125.29,33.19,65.76,5.1,52.25,173.0
29.96,53.42,27.98,48.47,2.43,39.83,63.0
93.26,150.77,16.63,51.16,8.76,36.22,177.0
71.25,154.44,17.71,58.19,1.61,60.24,131.0
211.46,520.75,18.11,77.53,6.7,15.02,461.0
81.77,144.69,27.61,35.44,2.73,49.62,145.0
198.29,459.9,29.71,31.65,3.63,101.31,363.0
223.51,432.63,32.19,60.4,9.41,100.71,481.0
111.29,156.29,33.81,77.45,2.48,20.3,203.0
227.94,478.17,19.03,79.49,1.04,50.24,429.0
97.44,181.97,21.2,54.21,0.79,89.74,178.0
241.2,493.44,19.81,53.4,5.1,54.6,424.0
26.88,63.34,22.18,62.25,6.45,68.52,91.0
173.32,307.22,33.29,57.78,3.34,109.79,326.0
125.98,298.78,26.5,61.7,6.93,11.3,270.0
99.97,217.53,29.76,73.7,0.7,48.7,208.0
160.01,293.66,24.8,67.32,8.59,29.93,336.0
177.44,352.08,15.58,54.84,8.18,27.87,327.0
6.07,9.85,16.28,53.09,9.86,144.27,84.0
45.9,113.78,25.76,61.98,9.37,62.72,151.0
179.7,371.53,29.38,52.79,3.63,83.79,343.0
168.26,211.51,19.31,52.89,4.05,112.74,259.0
241.68,392.64,29.44,30.82,7.49,16.64,391.0
191.45,384.88,31.21,38.7,1.43,43.74,342.0
237.94,302.95,23.24,54.43,3.21,126.5,366.0
177.12,218.05,29.93,71.13,1.27,130.68,315.0
78.02,139.27,23.08,43.94,4.6,62.21,154.0
30.81,50.3,28.57,56.13,5.56,62.48,90.0
196.55,347.85,30.28,47.25,2.19,115.97,336.0
162.82,250.98,34.84,35.24,0.36,51.31,247.0
16.81,23.77,21.91,77.91,7.22,26.39,75.0
93.21,195.36,23.22,72.73,0.3,46.05,164.0
239.42,447.45,18.31,33.92,9.74,64.23,369.0
127.6,186.32,19.08,65.99,2.29,17.31,186.0
111.02,179.35,28.87,47.38,6.67,77.02,225.0
117.14,230.68,33.34,79.74,4.4,113.6,282.0
56.18,72.69,22.89,45.12,0.69,81.92,93.0
95.33,132.67,18.6,41.94,4.77,20.07,134.0
95.6,123.83,20.7,58.39,5.22,71.62,182.0
17.83,40.22,24.1,71.76,8.56,109.25,87.0
193.05,420.5,20.81,39.63,7.35,18.13,335.0
107.04,233.28,19.67,65.47,0.89,18.38,178.0
206.43,439.96,29.72,33.07,2.17,61.88,344.0
213.34,441.65,15.16,75.95,3.19,37.29,380.0
56.94,103.63,25.78,34.05,1.25,140.87,115.0
166.05,337.91,30.88,75.71,4.62,91.39,372.0
120.71,150.87,20.32,54.54,9.84,50.23,212.0
220.64,443.02,27.07,52.4,5.19,108.67,408.0
57.86,127.93,28.38,78.67,7.44,62.49,172.0
171.06,316.55,28.1,79.52,6.86,28.5,359.0
153.9,256.21,23.92,62.51,8.51,43.21,293.0
77.35,120.71,21.93,36.36,2.24,99.98,127.0
38.47,78.31,31.72,55.31,7.56,17.26,121.0
164.65,345.87,30.17,56.46,8.83,48.18,353.0
185.96,433.7,21.43,55.72,1.8,39.16,338.0
82.33,135.43,17.06,58.47,3.53,38.16,136.0
162.98,358.68,16.44,30.94,9.7,105.59,274.0
101.81,196.46,16.89,65.56,7.83,125.61,224.0
179.74,421.96,26.66,65.62,2.9,110.22,395.0
53.81,101.49,16.03,35.77,5.68,100.4,116.0
223.1,417.85,21.74,58.51,4.1,138.3,389.0
75.42,147.15,30.06,58.42,4.95,18.17,170.0
95.11,206.77,20.89,64.12,3.62,33.45,185.0
19.23,47.2,30.27,34.27,2.87,68.02,67.0
32.32,41.88,29.91,61.33,6.78,62.14,95.0
131.39,166.79,19.92,44.04,7.81,68.53,210.0
70.56,170.67,29.58,55.35,8.75,38.9,184.0
209.69,396.08,29.96,68.67,1.64,30.93,386.0
8.6,17.19,22.95,65.28,8.25,81.29,59.0
97.88,178.84,19.21,35.95,2.62,139.93,172.0
87.65,115.85,25.43,59.56,4.33,64.88,163.0
9.74,21.4,33.43,78.46,9.02,16.07,84.0
35.47,77.02,27.79,37.84,4.6,108.86,103.0
106.34,170.7,18.46,72.65,2.05,50.75,173.0
125.75,200.97,28.66,65.13,1.68,44.31,231.0
104.05,238.19,23.54,68.7,4.78,55.4,240.0
135.08,174.8,26.83,44.1,7.65,111.33,228.0
150.81,353.71,29.68,44.39,9.97,124.63,348.0
7.43,11.4,25.3,75.3,7.9,92.33,86.0
118.7,233.95,31.28,47.99,8.78,55.15,251.0
241.06,582.59,29.44,33.15,7.5,53.47,450.0
132.16,275.1,27.3,60.03,8.96,27.4,291.0
171.0,297.32,18.02,36.24,0.86,140.66,234.0
81.41,170.66,31.72,69.83,9.31,99.34,223.0
194.63,320.59,33.72,62.09,4.02,13.78,344.0
194.37,303.3,17.74,73.74,9.22,102.73,338.0
132.72,331.22,24.76,69.24,0.85,72.6,292.0
244.12,531.22,20.18,35.61,7.18,146.16,398.0
35.76,72.88,30.09,49.05,7.38,124.67,129.0
9.15,15.21,29.43,68.73,9.97,33.98,88.0
193.69,244.8,17.82,50.87,7.71,110.82,289.0
202.75,251.49,32.54,78.62,3.89,77.98,359.0
34.45,66.16,18.62,66.79,5.62,36.19,93.0
70.07,153.49,30.95,30.77,3.73,107.82,151.0
9.3,17.66,24.14,74.0,2.04,86.63,57.0
76.86,176.24,21.57,35.04,2.56,14.25,106.0
194.42,241.75,18.16,37.03,2.3,100.52,238.0
131.9,221.17,18.35,66.72,5.53,98.9,250.0
90.28,136.16,28.24,73.25,9.07,30.17,206.0
96.08,171.16,26.01,56.82,9.14,58.86,219.0
5.33,6.9,17.44,44.45,0.64,92.03,28.0
78.45,191.45,17.25,47.57,0.89,29.43,135.0
163.38,243.48,16.45,47.14,2.53,129.38,237.0
243.68,584.58,29.88,46.33,2.63,13.85,481.0
212.53,372.71,29.24,42.15,1.04,24.4,345.0
10.78,26.75,16.17,60.44,3.95,26.25,47.0
225.15,432.35,26.21,75.02,5.92,83.93,456.0
196.88,474.51,16.69,45.35,5.82,96.82,360.0
196.19,236.79,33.07,39.33,5.48,66.52,307.0
117.21,254.66,33.14,71.93,3.45,50.41,272.0
102.51,243.36,28.96,67.09,7.09,123.3,263.0
79.21,109.45,33.52,76.54,8.28,19.56,205.0
21.1,27.95,31.23,38.28,3.53,49.24,58.0
60.92,106.72,31.57,37.21,0.95,15.48,119.0
65.42,157.9,26.39,57.07,3.03,11.94,142.0
123.6,235.47,21.12,60.72,1.46,59.47,213.0
188.12,354.74,19.36,54.01,4.73,37.28,325.0
121.08,167.51,21.54,59.95,1.64,47.57,187.0
19.17,23.03,27.57,39.02,4.68,124.93,72.0
239.66,539.99,18.45,53.98,2.29,32.82,394.0
235.97,310.03,20.17,62.9,7.41,119.23,385.0
197.37,399.48,24.36,51.64,0.37,104.51,336.0
247.88,592.17,19.66,63.97,5.59,55.7,476.0
138.4,203.62,26.77,52.56,1.78,86.52,220.0
240.88,497.38,33.46,46.68,0.11,72.22,438.0
23.52,30.63,29.96,45.18,8.71,27.98,67.0
94.59,187.75,28.33,50.55,6.75,137.01,217.0
60.22,85.1,26.65,31.15,1.08,89.75,107.0
52.98,114.26,24.76,63.43,6.67,133.23,145.0
39.5,62.86,18.73,72.26,6.16,125.34,119.0
157.49,283.86,32.89,47.73,4.79,21.17,279.0
196.42,388.77,19.97,32.3,4.25,39.02,292.0
146.68,208.68,16.83,79.34,8.88,30.34,281.0
41.01,88.74,30.0,43.18,2.53,126.31,91.0
203.73,324.62,18.51,36.33,4.04,130.74,303.0
160.81,331.44,22.44,48.49,3.36,83.92,280.0
100.1,140.72,15.57,66.93,7.73,24.58,171.0
170.16,356.41,17.74,44.7,9.17,28.99,287.0
68.68,93.86,18.46,58.74,8.51,123.9,163.0
89.57,157.02,16.09,50.78,8.0,140.09,183.0
229.78,349.59,28.13,35.89,9.87,37.93,362.0
76.17,165.52,31.74,46.51,7.0,11.56,174.0
120.15,185.1,22.47,66.24,7.54,56.33,229.0
223.08,523.41,32.49,60.6,9.83,14.27,478.0
178.39,420.89,19.27,35.99,0.17,125.92,291.0
20.24,29.46,21.51,38.17,6.38,78.81,78.0
41.09,82.1,18.01,62.04,7.42,99.86,106.0
6.92,9.09,27.41,70.67,9.19,67.61,67.0
159.58,272.71,23.4,47.47,8.85,58.37,280.0
114.68,243.96,27.27,59.77,8.44,41.11,250.0
37.9,77.96,30.23,38.53,9.46,117.87,131.0
239.69,482.29,25.91,45.57,5.42,107.38,417.0
134.77,211.22,27.55,31.01,0.17,60.5,187.0
64.26,108.7,33.71,68.41,0.21,54.96,126.0
127.65,170.26,20.98,50.05,5.49,10.17,198.0
171.51,366.12,22.18,70.81,4.41,18.9,344.0
23.68,43.93,29.35,65.42,4.57,97.26,86.0
72.3,153.38,27.23,71.44,4.06,82.05,195.0
202.71,308.85,18.57,44.28,9.19,70.87,312.0
117.62,190.75,22.52,39.26,3.66,125.85,206.0
138.91,227.05,24.36,78.6,8.58,80.55,316.0
111.04,136.96,23.39,65.87,9.04,63.83,215.0
15.76,25.89,18.57,71.7,5.05,32.58,43.0
45.61,102.36,33.49,30.66,4.52,124.9,123.0
114.16,270.15,30.25,47.72,7.63,90.67,260.0
56.25,105.4,24.63,67.14,7.11,22.94,135.0
17.24,30.91,28.6,33.9,3.35,100.85,80.0
211.69,262.52,32.95,58.37,1.12,69.51,318.0
245.39,574.95,17.72,51.45,2.72,123.59,437.0
199.32,242.56,20.01,30.88,1.4,138.65,241.0
214.18,520.06,25.85,41.8,3.02,94.07,397.0
64.28,118.02,30.98,44.24,2.69,112.43,146.0
240.35,395.27,15.73,35.59,6.41,17.92,328.0
53.25,127.87,34.68,61.58,9.55,88.44,182.0
238.1,293.27,24.1,42.12,6.89,115.75,341.0
248.73,486.48,22.18,43.88,9.27,79.55,433.0
179.37,343.25,20.85,74.91,7.86,93.1,382.0
245.38,364.42,18.49,53.36,7.31,135.85,377.0
144.54,254.03,30.83,49.61,4.2,37.73,279.0
68.59,140.46,34.11,66.19,3.32,23.75,168.0
112.06,240.41,23.27,75.48,8.48,106.69,290.0
150.42,180.65,34.05,31.25,9.06,125.2,263.0
22.9,55.38,31.48,52.41,4.57,129.07,108.0
157.47,222.65,24.62,60.54,0.19,99.83,237.0
245.39,368.98,28.48,45.93,7.95,126.65,408.0
51.58,79.56,23.7,68.62,2.92,108.09,126.0
199.19,248.82,26.17,78.57,0.2,22.23,309.0
227.44,309.3,16.16,77.17,8.07,116.69,381.0
236.21,586.33,28.93,43.3,5.22,35.11,434.0
240.23,386.72,16.06,41.32,6.88,43.13,335.0
132.76,179.21,31.34,77.87,9.16,65.25,275.0
244.44,327.33,31.5,52.93,5.46,54.04,399.0
190.54,406.86,19.74,40.41,5.08,55.03,315.0
44.61,103.09,21.47,65.35,2.98,33.7,96.0
121.84,186.91,24.63,44.22,3.12,51.14,218.0
180.99,222.11,26.93,43.36,7.99,12.75,282.0
65.6,97.74,20.75,73.96,4.55,76.21,149.0
161.95,206.24,26.85,38.12,1.72,117.6,256.0
168.32,224.6,20.96,33.22,1.04,130.71,233.0
44.86,79.0,16.11,43.46,4.78,124.86,95.0
143.45,215.01,15.05,60.35,4.7,68.3,216.0
194.05,363.01,17.02,36.15,6.57,112.26,314.0
127.23,194.6,30.85,53.58,4.76,50.3,209.0
7.97,19.3,34.23,61.37,1.52,17.78,28.0
7.21,17.15,23.54,72.44,5.13,104.64,43.0
92.47,179.1,25.25,41.49,9.08,100.83,204.0
231.92,385.16,17.94,70.87,1.68,122.23,391.0
61.03,103.47,26.02,41.75,6.93,96.25,142.0
160.42,278.39,17.89,63.84,5.98,31.96,283.0
59.41,127.48,27.22,51.53,7.51,129.44,186.0
83.81,149.78,33.67,35.73,1.59,97.82,154.0
212.77,492.3,18.91,65.71,9.42,123.07,473.0
183.57,445.59,30.29,40.89,6.25,118.37,384.0
28.37,46.44,15.47,38.83,8.49,51.7,90.0
110.03,212.24,22.51,47.92,2.54,20.44,177.0
12.15,16.08,17.21,62.66,7.42,34.71,75.0
122.82,179.39,22.05,41.7,7.83,23.0,209.0
167.3,290.68,18.47,39.18,4.03,44.08,261.0
34.03,49.96,22.47,30.5,3.9,74.33,72.0
75.78,177.28,23.35,53.58,6.61,136.95,180.0
102.47,144.05,21.01,51.43,1.02,132.08,170.0
230.29,412.75,28.13,41.69,7.38,110.6,387.0
248.35,493.57,33.38,32.68,0.52,13.38,394.0
16.0,33.6,23.01,51.46,1.99,57.79,49.0
191.45,325.08,18.85,69.41,6.68,105.53,371.0
96.07,223.83,20.41,65.76,1.07,28.06,186.0
101.15,196.12,32.08,73.04,9.72,122.15,279.0
189.79,336.2,26.43,30.48,8.7,138.04,327.0
230.01,296.12,24.1,78.32,6.3,59.57,378.0
237.98,429.33,17.99,47.07,8.21,108.82,390.0
146.4,331.87,23.99,79.52,8.89,30.75,342.0
92.49,184.89,20.57,42.63,2.67,106.71,158.0
197.95,451.68,33.86,53.58,8.51,13.0,414.0
66.5,122.5,32.68,47.7,2.03,31.11,121.0
143.2,193.89,16.68,47.79,4.19,109.38,214.0
92.85,113.07,25.33,72.11,5.63,109.66,184.0
165.87,264.43,19.5,67.32,7.17,99.76,292.0
63.9,134.66,23.22,79.61,0.4,76.83,141.0
51.94,115.69,32.54,60.68,2.98,104.49,145.0
229.97,364.38,25.55,53.16,6.12,118.33,393.0
29.94,55.22,21.68,34.5,3.64,145.31,78.0
128.96,225.35,19.16,79.83,7.77,134.41,286.0
59.11,102.48,31.01,57.58,6.55,121.23,158.0
14.54,21.82,27.49,65.02,2.42,107.27,48.0
13.82,19.04,24.36,50.34,1.54,90.38,55.0
47.93,69.77,19.35,57.39,6.33,26.89,105.0
217.36,276.47,21.68,77.13,4.56,33.18,343.0
74.21,108.16,34.2,38.32,1.77,124.84,125.0
237.86,288.28,25.4,44.62,3.33,122.46,331.0
147.5,297.27,23.01,37.6,3.1,96.02,270.0
111.97,180.42,25.43,69.61,1.17,71.44,185.0
147.12,362.67,30.58,33.1,5.51,13.64,281.0
131.59,191.05,21.8,34.08,7.66,55.8,206.0
190.9,314.9,18.57,44.92,5.8,68.89,296.0
74.21,123.58,26.7,55.71,8.28,78.01,158.0
91.5,110.8,28.3,50.31,1.36,140.11,159.0
224.05,513.3,29.25,32.24,4.41,25.22,374.0
236.88,294.11,32.64,77.87,6.13,82.64,436.0
223.68,541.8,22.42,77.64,6.79,61.51,484.0
107.76,254.29,16.51,43.97,6.99,148.61,216.0
196.19,372.01,34.17,66.58,7.32,130.66,444.0
121.7,232.05,23.7,58.93,6.55,71.43,242.0
126.9,260.13,27.47,41.87,1.03,149.96,241.0
55.15,93.92,28.33,43.11,6.98,81.97,138.0
149.83,305.86,25.93,54.56,7.28,33.4,307.0
50.6,63.67,19.11,50.96,9.94,87.82,114.0
86.23,109.54,30.1,44.56,6.96,41.67,169.0
214.48,384.87,31.08,70.38,6.9,99.08,444.0
55.73,106.7,26.06,54.07,5.2,141.24,142.0
22.43,52.81,24.77,62.74,8.69,120.07,102.0
21.91,29.27,17.28,39.46,9.97,48.24,84.0
235.49,534.44,16.68,56.68,7.81,51.56,419.0
129.2,190.31,21.79,45.9,6.16,19.7,208.0
105.31,180.32,21.22,56.32,0.88,50.02,189.0
203.67,328.22,34.07,69.04,7.29,22.97,410.0
209.78,360.86,30.67,68.45,7.11,79.92,434.0
86.39,120.57,28.2,47.71,7.78,109.17,174.0
174.94,324.44,25.35,64.71,1.33,115.17,330.0
193.93,434.81,18.35,77.06,6.57,18.33,376.0
165.39,293.4,34.57,61.28,3.03,57.59,318.0
42.14,77.45,22.5,37.42,7.63,50.34,121.0
219.59,505.81,17.14,63.99,2.48,24.6,384.0
137.08,290.31,24.88,35.25,6.87,60.75,263.0
74.21,136.36,32.48,73.61,3.02,51.9,178.0
109.18,167.59,32.75,55.83,0.19,98.83,205.0
14.2,33.39,15.22,49.26,6.37,133.66,62.0
36.33,70.84,32.73,32.85,1.22,73.68,82.0
192.56,286.43,20.43,49.04,6.63,114.53,307.0
5.0,7.75,15.78,75.16,9.26,30.44,72.0
107.06,240.25,31.96,31.05,9.7,135.3,233.0
133.01,167.25,32.28,53.73,2.44,31.36,213.0
18.39,45.77,26.92,76.56,8.11,36.89,96.0
243.4,333.33,26.49,49.74,3.6,24.9,336.0
60.4,134.99,31.26,51.41,9.01,53.36,160.0
79.53,136.25,30.73,58.93,7.9,87.34,175.0
79.47,146.21,32.8,53.15,0.83,148.32,163.0
61.45,144.1,26.05,38.43,4.13,121.07,150.0
5.36,9.31,34.35,30.93,3.44,63.26,39.0
183.69,348.78,34.92,60.49,7.87,90.62,400.0
241.88,305.75,17.33,76.04,4.16,97.26,361.0
59.95,72.13,31.99,35.32,6.88,125.18,146.0
167.45,254.22,25.0,40.55,6.06,113.1,275.0
186.76,389.36,22.75,48.51,9.76,89.7,361.0
212.86,288.99,27.26,70.44,9.38,103.69,408.0
108.54,146.31,16.12,43.46,4.33,114.43,157.0
79.22,137.38,25.13,74.1,7.26,28.64,182.0
84.7,172.97,32.42,32.75,8.31,38.06,187.0
179.59,381.76,19.27,77.05,9.0,106.4,383.0
205.11,293.72,23.53,58.04,0.77,129.06,326.0
49.5,64.52,33.79,62.94,3.09,67.3,114.0
95.88,232.27,23.57,48.38,3.27,147.18,210.0
225.98,347.75,22.17,69.1,4.4,40.25,371.0
202.64,467.97,23.81,38.33,1.78,68.34,351.0
246.29,572.02,25.39,32.45,5.01,62.99,432.0
189.79,418.35,27.64,49.78,6.67,140.24,391.0
101.33,143.84,31.01,72.68,5.02,49.95,216.0
149.71,339.59,24.04,67.75,6.69,75.91,335.0
166.95,367.29,31.35,55.86,0.76,36.21,301.0
24.22,47.86,25.67,58.61,8.77,82.98,90.0
138.4,226.75,21.77,36.49,9.4,130.04,259.0
178.78,275.55,28.16,72.03,6.22,52.57,335.0
45.99,62.48,29.35,69.35,8.83,123.51,151.0
196.25,365.56,26.16,62.82,1.4,137.58,375.0
148.02,290.25,16.13,53.31,7.99,20.21,258.0
238.29,397.27,18.4,78.22,1.28,115.9,404.0
15.39,27.98,20.71,73.95,4.14,45.75,48.0
70.0,117.09,20.65,62.22,3.31,34.55,132.0
152.38,309.84,28.47,48.59,5.9,94.16,308.0
77.66,184.17,15.37,60.9,3.08,108.78,159.0
180.03,254.41,30.11,58.77,6.41,65.27,310.0
190.96,323.83,20.31,49.71,3.74,15.48,316.0
30.12,41.65,21.2,45.33,8.62,137.22,104.0
130.89,263.42,25.56,50.35,6.38,112.3,260.0
129.68,278.49,19.32,58.7,2.23,48.03,239.0
95.47,230.23,32.69,51.41,3.43,79.56,218.0
233.57,364.96,16.71,43.18,8.49,13.89,324.0
207.74,505.9,23.89,68.05,3.93,57.5,436.0
175.82,225.44,31.99,56.57,5.4,83.15,295.0
180.01,357.13,27.32,33.38,6.52,82.41,331.0
118.12,150.52,20.85,48.42,3.54,39.15,176.0
230.64,544.76,23.42,74.25,3.01,118.74,484.0
175.18,330.86,29.13,67.76,4.81,51.84,349.0
183.6,380.08,34.47,46.16,2.23,91.26,362.0
216.11,492.97,32.86,76.91,2.91,48.01,484.0
72.15,100.67,21.85,33.83,0.71,69.52,124.0
202.73,253.45,34.96,78.06,3.11,39.05,371.0
52.83,123.77,15.07,42.29,3.27,98.62,116.0
89.61,144.22,15.55,30.45,9.62,69.58,147.0
87.22,119.29,31.48,51.69,5.94,12.26,159.0
244.74,442.73,18.99,47.95,7.9,13.94,391.0
214.85,424.93,16.22,56.95,0.55,75.96,331.0
176.79,219.26,19.74,69.84,1.15,35.65,265.0
183.13,285.2,23.52,72.12,8.16,91.91,340.0
142.71,177.33,29.61,50.06,6.27,67.15,234.0
237.04,413.97,27.49,51.49,1.99,101.62,392.0
126.58,299.2,19.75,37.41,4.11,143.34,247.0
98.23,243.35,25.07,32.38,5.43,84.02,193.0
44.94,91.15,33.52,62.06,8.45,120.23,142.0
197.62,278.67,31.3,33.22,0.7,115.43,299.0
184.94,439.71,21.46,66.69,6.01,139.05,394.0
99.17,185.55,34.65,56.95,7.2,39.96,213.0
11.17,15.64,29.17,39.93,9.78,125.83,81.0
210.55,504.96,16.25,56.98,8.09,136.77,431.0
7.8,17.04,15.7,39.15,2.83,64.99,28.0
177.41,381.64,18.37,51.94,7.12,53.93,320.0
242.71,515.02,29.56,69.98,7.66,143.29,500.0
112.23,163.9,18.67,53.1,7.32,97.87,189.0
62.57,92.25,25.23,37.43,8.22,63.29,125.0
177.69,372.23,16.87,66.19,9.05,120.86,345.0
205.2,304.85,33.42,39.34,1.07,52.63,320.0
138.88,245.85,21.88,66.93,1.14,34.7,234.0
241.92,536.25,33.16,53.97,7.98,86.16,500.0
17.66,39.19,33.9,52.69,2.6,89.27,60.0
128.67,230.23,15.12,72.57,0.68,125.6,216.0
181.02,403.65,24.28,65.43,4.07,73.98,380.0
216.35,495.48,15.49,31.65,8.22,124.04,370.0
48.92,100.34,33.17,44.81,1.35,53.59,106.0
201.0,300.89,25.37,73.55,6.75,90.55,362.0
140.41,218.51,16.5,30.92,0.14,39.19,190.0
102.16,164.4,17.21,57.26,1.19,63.96,158.0
37.27,50.38,22.67,66.39,3.57,130.06,95.0
217.0,337.45,33.8,61.09,0.93,40.24,380.0
43.53,64.1,28.86,68.03,8.47,123.43,144.0
80.9,144.96,32.35,66.28,8.65,49.6,193.0
76.06,181.1,22.33,64.6,7.58,14.83,182.0
218.5,291.87,15.86,71.08,2.5,25.39,303.0
169.81,362.78,34.49,62.28,5.28,114.42,354.0
200.19,419.08,15.34,50.12,1.92,46.69,305.0
66.36,87.9,33.95,53.6,2.88,101.58,131.0
158.09,379.32,22.37,65.84,5.21,107.89,331.0
145.08,281.31,15.2,73.82,7.38,58.32,285.0
209.04,349.7,28.78,43.61,1.04,76.49,321.0
226.99,495.64,34.61,47.1,3.04,66.53,446.0
7.98,12.24,34.31,76.54,9.27,142.63,94.0
170.13,357.55,18.22,58.93,4.35,54.79,313.0
17.7,22.15,18.62,38.95,9.39,35.67,55.0
139.47,319.56,26.31,63.18,9.91,61.18,302.0
75.47,134.53,27.75,79.54,5.31,103.73,203.0
80.16,162.54,29.79,71.17,2.95,107.63,183.0
91.47,136.08,18.62,67.29,7.93,139.37,216.0
157.22,327.04,34.18,40.4,1.68,133.45,309.0
86.84,191.39,27.77,73.81,2.6,50.36,202.0
184.51,334.92,31.94,56.29,7.87,73.72,381.0
104.11,208.54,25.8,74.46,4.39,114.62,241.0
21.75,39.0,23.29,46.49,2.1,138.32,70.0
197.02,465.43,34.54,33.1,6.55,57.2,402.0
75.01,138.56,26.64,53.8,7.35,72.22,174.0
111.03,254.74,32.34,43.49,1.34,135.93,226.0
172.93,387.68,34.07,65.76,2.84,60.19,382.0
86.45,149.88,28.51,77.86,2.29,77.27,163.0
18.86,28.28,25.98,64.55,3.86,136.63,92.0
96.61,166.93,15.07,74.35,7.66,122.31,222.0
236.39,537.57,15.8,52.65,7.17,44.08,425.0
162.22,242.68,19.02,68.58,6.66,55.47,290.0
169.51,318.98,18.72,72.15,0.16,59.41,286.0
159.91,359.46,20.1,65.54,1.51,137.78,313.0
53.75,89.2,21.1,55.39,2.31,149.85,106.0
107.49,218.73,22.2,61.29,2.79,118.36,234.0
188.98,287.12,23.41,65.03,1.55,77.81,301.0
29.84,40.04,16.98,42.65,4.16,11.42,59.0
73.07,163.15,15.85,70.48,0.84,107.65,152.0
72.7,96.59,28.48,77.52,7.53,64.51,160.0
110.84,172.12,25.75,53.26,7.9,98.62,204.0
245.19,566.79,23.88,65.05,5.79,94.94,500.0
21.54,35.55,27.69,66.85,0.99,77.32,53.0
132.08,325.58,31.55,63.11,8.91,142.21,350.0
48.94,121.07,23.55,57.36,9.66,13.24,152.0
242.82,376.06,27.82,74.08,2.1,109.7,437.0
32.76,41.06,34.07,52.45,7.08,67.38,109.0
103.88,219.88,31.79,33.06,8.44,109.93,234.0
